N,M,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,bias,experiment_name,cycles,n_rep,nrmse
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001,0.01,1.2,0.8,0.000121,0.0005,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.003954501623509137
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001,0.01,1.2,0.8,9.900000000000001e-05,0.0005,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004779447148348992
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001,0.01,1.2,0.8,8.910000000000001e-05,0.0005,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.005260284479480032
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001,0.01,1.2,0.8,8.910000000000001e-05,0.00055,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004914237887481422
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001,0.01,1.2,0.8,8.910000000000001e-05,0.00045,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004494769055877301
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.005814240007588822
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.00011,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004935204742605776
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,9e-05,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.005523288230527916
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,9.900000000000001e-05,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004647499094274485
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004682824162532689
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,788.6966806002413,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.005120180979566608
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,473.2180083601447,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.0054102836204588875
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,497.63396319187166,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.005493406633082502
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,298.580377915123,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004926116620267776
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1573.6567647427094,1000,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.005482256485570625
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,944.1940588456257,1000,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004912537269659711
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1100.0,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004725502925745243
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,900.0,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004408449864392978
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.011,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004932799931279536
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.009000000000000001,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.005093010689572196
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004171122296289373
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.15,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004731402403985587
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.2,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004640517268287606
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.8,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.005605804536215784
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.8500000000000001,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.0045691833504033835
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.75,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004300906935174534
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,8.910000000000001e-05,0.000405,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.00441396109819113
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,8.910000000000001e-05,0.000405,0.45,../res/2025-01-28 10:16:37_250.csv,3,5,0.004547583485236746
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,8.910000000000001e-05,0.000405,0.35000000000000003,../res/2025-01-28 10:16:37_250.csv,3,5,0.005482133523956096
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,8.910000000000001e-05,0.000405,0.30000000000000004,../res/2025-01-28 10:16:37_250.csv,3,5,0.004056086371348846
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,8.910000000000001e-05,0.000405,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005800528023363715
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,9.801000000000002e-05,0.000405,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005556038363576977
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,8.019e-05,0.000405,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.0037123385365003202
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,7.2171e-05,0.000405,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005134750136341887
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,7.2171e-05,0.0004455,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005180824931243234
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,7.2171e-05,0.00036449999999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.0051429103803753914
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,7.2171e-05,0.00032805,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.00451355905515604
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.0001089,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.004923238557710678
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,0.00011979,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.004807619920058896
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,9.801e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005028859016365515
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,8.820900000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.004654614698158228
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,630.957344480193,398.1071705534973,1258.9254117941675,1000,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.004733540855599149
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,788.6966806002413,398.1071705534973,1258.9254117941675,1000,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.004493437269717498
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,473.2180083601447,398.1071705534973,1258.9254117941675,1000,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005027942708443856
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,1000,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.00503810780858613
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,497.63396319187166,1258.9254117941675,1000,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005382774423569844
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,298.580377915123,1258.9254117941675,1000,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005001196383932812
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1573.6567647427094,1000,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005368198459179864
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,944.1940588456257,1000,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005646082257782957
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,1100.0,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005404374484697876
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,900.0,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005086022022444866
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.01,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.00586220515629642
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.011,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.004481014785485973
