N,M,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,bias,experiment_name,cycles,n_rep,nrmse
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.009000000000000001,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.004141046950097155
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.25,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005130327673805937
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.3,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.0049666914719028055
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.2,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.00441523655306658
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005048133250405867
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.75,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.004361487492052616
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.6499999999999999,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.005737218420197321
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.30000000000000004,../res/2025-01-28 10:16:37_250.csv,3,5,0.004791144816821695
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.20000000000000007,../res/2025-01-28 10:16:37_250.csv,3,5,0.005639053941941687
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.25000000000000006,../res/2025-01-28 10:16:37_250.csv,3,5,0.0053563709710521155
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.30000000000000004,../res/2025-01-28 10:16:37_250.csv,3,5,0.00454849633560043
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.35000000000000003,../res/2025-01-28 10:16:37_250.csv,3,5,0.0045020904174202184
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.004440547045116195
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.45,../res/2025-01-28 10:16:37_250.csv,3,5,0.004274430418056886
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00029524499999999997,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004684731962278815
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.93881e-05,0.00029524499999999997,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004295600110977537
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,6.49539e-05,0.00029524499999999997,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004149685212263348
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.0003247695,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005340135673012164
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00026572049999999995,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.00413036349564542
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004896864382400349
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,8.732691000000002e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005053694003108022
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,354.91350627010854,398.1071705534973,1258.9254117941675,810.0,3000,500,7.144929e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004997481833694204
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,443.64188283763565,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004527773980175432
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,266.18512970258143,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004821361029099182
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,398.1071705534973,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005725756522590527
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,497.63396319187166,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005920020453110198
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,298.580377915123,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004905421940474903
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,223.93528343634225,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004300129698714235
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,167.95146257725668,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004025703386344265
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004907565730674692
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1573.6567647427094,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.00456106423978257
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,944.1940588456257,810.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005115647616927377
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,891.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004403988501495623
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,729.0,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.0047541244089850014
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.008100000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005189481122085728
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.008910000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005330711510855159
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.007290000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004662187855593437
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.006561000000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004637485887381613
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005904900000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.0036688403591438553
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004335380144004198
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.2,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004452313917139301
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.0999999999999999,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005500251127129986
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.15,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004969953864489828
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.2,0.7,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.005323347595529106
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.2,0.75,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004182944742137052
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.2,0.6499999999999999,7.2171e-05,0.00023914844999999994,0.5,../res/2025-01-28 10:16:37_250.csv,3,5,0.004330660455575204
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.2,0.7,7.2171e-05,0.00023914844999999994,0.55,../res/2025-01-28 10:16:37_250.csv,3,5,0.004818235755860407
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.2,0.7,7.2171e-05,0.00023914844999999994,0.45,../res/2025-01-28 10:16:37_250.csv,3,5,0.0037166056076619386
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,332.7314121282268,125.96359693294251,1258.9254117941675,801.9,3000,500,7.938810000000001e-05,0.005314410000000001,1.2,0.7,7.2171e-05,0.00023914844999999994,0.4,../res/2025-01-28 10:16:37_250.csv,3,5,0.0039372050455480714
